ime,oznaka,rang,cena,sprememba_1h,sprememba_24h,sprememba_7d,trzna_vrednost,obseg_24h,ponudba_v_obtoku
BugsCoin,BGSC,438,0.007109993721429132,0.36931003,-5.40440358,18.03818105,82216408.8640789,6808815.05448753,11563499503.0
QuantixAI,QAI,439,101.91327559492105,0.04389057,0.56756415,2.06534005,81983645.60816465,4877716.37630699,804445.20235056
TerraClassicUSD,USTC,440,0.014595749667572256,0.54882982,6.10410306,14.35408085,81633019.58155856,10268018.02671643,5592930917.616701
Pocket Network,POKT,441,0.0404757110345369,0.2132074,1.60261223,7.45349912,81424183.55690514,3210096.39642924,2011680128.050819
Propy,PRO,442,0.808717637170246,-2.20547871,3.37327785,5.61414686,80871763.7170246,6295274.11484172,100000000.0
Zircuit,ZRC,443,0.03648183480862132,0.30636207,3.24805002,12.99057637,80074835.01232387,207393143.56576315,2194923458.0
Delysium,AGI,444,0.054394851713198855,-0.06166531,1.98336719,9.39863458,79893169.1755138,5443266.40204638,1468763433.6564944
dKargo,DKA,445,0.015963363507628215,0.00316499,2.02479247,5.42739496,79816817.53814107,1086667.87671811,5000000000.0
Yala,YALA,446,0.32353531171140804,3.42006226,-14.9909041,90.07689597,79706159.39322248,262566415.85959038,246360000.0
Acet,ACT,447,0.06318124574521132,-0.09578662,-4.51712342,-4.17491006,79484221.33423299,268090.08562022,1258035045.0
Saga,SAGA,448,0.28127375932972215,0.32337502,6.32216994,21.12717538,79393250.22977911,19300923.69625255,282263267.0
Coreum,COREUM,449,0.2060308095166937,-0.51513036,3.61150758,27.48020393,79279017.14502646,864378.17769348,384792048.0
ArcBlock,ABT,450,0.8045942594586167,0.60526637,2.11634792,11.52284482,79296228.40219109,493670.54347406,98554305.44029327
Orbs,ORBS,451,0.01981043949749561,-0.56568427,4.15217233,8.06114411,79037243.64996192,4436843.85603092,3989676436.0
DOGS,DOGS,452,0.00015238420163611754,0.02208986,5.81090241,14.18327274,78744536.19546373,12580665.30831313,516750000000.0
Ontology Gas,ONG,453,0.18615279926141048,-0.25928602,3.63903285,11.19813311,78545905.02473995,3691623.609592,421943185.0414432
Radix,XRD,454,0.0066610855487483495,-6.12930635,47.5092347,66.41579448,78676362.3397981,1918531.27135003,11811342425.19701
BIM,BIM,455,2.616158162800261,0.00092992,5.69104253,21.03804577,78484744.88400783,194224.30718644,30000000.0
Ergo,ERG,456,0.9612784392610049,-0.04361695,1.60589174,2.22752761,78453955.41708048,191613.44411799,81614184.0
Ski Mask Dog,SKI,457,0.07922227241944017,-0.9870501,29.92674858,49.14616259,78382282.38842365,2855948.70608389,989397047.0
MiL.k,MLK,458,0.16111677047570147,-0.16650012,1.84880499,4.14946857,78087685.18017235,2737826.55509871,484665159.0
Smooth Love Potion,SLP,459,0.0021547464167172305,-1.54530924,17.93947596,27.56508877,77508535.78034227,37751082.88426389,35971070739.0
Newton Protocol,NEWT,460,0.3599037827348279,0.27306805,4.36834128,5.90240692,77379313.28798799,23211678.18901151,215000000.0
ANDY (ETH),ANDY,461,7.722544721089835e-05,-0.42670765,12.61564576,25.61831104,77225447.21089835,800538.31372198,1000000000000.0
PinLink,PIN,462,0.8738764277181491,2.95563061,15.44577694,28.47551893,77081695.94888352,2593920.99307142,88206631.4
Lift Dollar,USDL,463,0.9999953973785587,0.0,0.01914342,0.3865598,76949940.17214704,0.0,76950294.34522171
Frax USD,FRXUSD,464,1.0000711698595242,-0.00253706,0.00038049,-0.00227252,76683546.62966062,142056.20697229,76678089.4608051
Humanity Protocol,H,465,0.04180282415373406,1.24228798,14.13478044,11.46589877,76290154.08056466,39943567.47051215,1825000000.0
iExec RLC,RLC,466,1.0523134942579848,-0.18605345,5.35796378,15.02102084,76169132.07784751,6884564.43243572,72382548.06525736
Moonbeam,GLMR,467,0.07594607633841705,-0.19961415,5.13213002,15.33845226,75724263.67109849,5907038.02596801,997079340.0
Initia,INIT,468,0.46121298344681144,-0.3846393,7.47720731,25.20617634,74543130.74303158,43560356.68098278,161624094.330441
Steem,STEEM,469,0.14098145273828544,-0.17236461,2.84871622,9.26799512,73751859.66386324,5172880.55863149,523131647.684
peaq,PEAQ,470,0.06803725796498311,0.0485639,1.96839045,12.89151581,73742286.07150921,5177450.10925625,1083851528.9587703
Simon's Cat,CAT,471,1.0015935496599775e-05,0.33978079,4.99428613,16.5088746,73068111.3487564,15897256.41532128,7295185893874.983
siren,SIREN,472,0.09874689424290044,5.50931615,31.49109255,85.15547267,72212030.82107788,14936333.9970132,731284071.0052983
Hyperlane,HYPER,473,0.4074599082748533,0.46809537,2.72011979,6.16063665,71386975.9297543,35991867.50197705,175200000.0
Banana For Scale,BANANAS31,474,0.0071074849155034325,0.67281947,4.16786328,0.86167457,71074849.15503432,20867589.35235067,10000000000.0
GameBuild,GAME,475,0.003929684924250293,0.57268556,2.84602419,6.69500386,71098996.63841763,5268357.69928858,18092798280.0
USDB,USDB,476,1.0017042039899051,0.10535082,0.2853744,0.2149256,70415374.2810312,617438.79339543,70295576.27946307
B3 (Base),B3,477,0.003300354757580267,0.90375409,1.94431004,20.8594307,70273365.43576184,10008977.39365224,21292670212.0
Ponke,PONKE,478,0.12630407264394597,-0.84317388,4.99898967,19.28602555,70167498.27762873,8440621.13703704,555544226.0
Towns,TOWNS,479,0.03325090047226366,0.91036894,5.15564921,-58.92020019,70138213.1544625,82226647.78259327,2109362819.0
Vine Coin,VINE,480,0.06993538933936173,-4.72636813,7.02078781,-27.37365177,69934977.00030619,61269456.47943923,999994104.0
BitDCA,BDCA,481,0.9291704863250156,0.16741643,0.10811599,-2.6274236,69747965.10481156,320419.44489587,75064765.97279085
DeFi Pulse Index,DPI,482,124.7745010619039,-0.00775813,5.74770616,24.16911099,69746878.05500695,1605.23438488,558983.42579149
Hashflow,HFT,483,0.1160818622164664,8.78234676,53.80785912,72.16626659,69305029.71062116,125307967.57567424,597035819.2685001
ResearchCoin,RSC,484,0.5831603321981357,-0.18149552,-0.27889655,-2.37047741,68909658.06231037,1274424.83759064,118165887.24847884
Numeraire,NMR,485,9.1348282493708,-0.00749056,3.08956963,14.92136018,68654933.49045432,6842613.11776401,7515733.36862499
Pepecoin,PEP,486,0.0006926113864704237,0.28556878,-0.22280779,19.73177573,68566394.01750162,278606.23538947,98996920000.0
Concordium,CCD,487,0.005900518170810241,-0.13973709,-1.1661314,4.65146239,68545135.9667014,421224.91002843,11616799403.447815
Epic Chain,EPIC,488,2.2772292283943334,-1.43848234,0.48373716,29.75714174,68316876.77175249,30161444.111914,29999999.96483555
Vanar Chain,VANRY,489,0.03436344791840031,0.0189736,7.40342937,21.48550133,68179317.07766019,11274290.06593008,1984065081.0
Nexusmind,NMD,490,6.652735555052612,-0.01215251,0.01912839,-38.67569157,68240448.26142327,13.04072506,10257502.0
Artificial Liquid Intelligence,ALI,491,0.007456783540496963,0.43529904,4.77226862,4.92670236,67991632.26659527,1107509.70081044,9118091184.669674
Solidus Ai Tech,AITECH,492,0.043657500266657,-0.84509034,3.82517807,18.16995292,67948664.82410076,14423194.33513758,1556403010.0
SoSoValue,SOSO,493,0.5901296000323525,0.18717643,5.16570403,14.60873402,67943534.64201765,1260052.24804413,115133243.0
Lagrange,LA,494,0.35088439615797,1.22706121,10.39082131,6.17082497,67720688.45848821,17302428.99053534,193000000.0
SKYAI,SKYAI,495,0.06727740990634232,1.19991594,4.25374637,6.92910779,67277409.90634231,18712423.32728022,1000000000.0
Lista DAO,LISTA,496,0.30999283740568484,0.14624364,6.64570446,19.15325898,67200096.63468324,12711819.74036681,216779513.99483168
Moonriver,MOVR,497,6.862981658397799,0.31310588,2.0868906,24.74148628,67224916.19763236,16658938.24926648,9795293.0
Marlin,POND,498,0.008188199379491648,0.25132895,3.23635445,6.04953052,67115691.04553701,4602477.7642367,8196636151.0
lisUSD,lisUSD,499,0.9994445771596586,-0.00128983,-0.09798144,0.05320934,67045623.176861756,4891.064179,67082882.54202153
Pax Dollar,USDP,500,1.0002704328558487,-0.00138091,0.02046326,0.04637158,66971574.70240866,2071125.70467599,66953468.28477143
Metal DAO,MTL,501,0.7760834538233509,0.15681381,3.02074778,10.31120018,66857484.032471456,3072721.78097663,86147287.0
Dohrnii,DHN,502,3.9147186765554114,-0.00875081,-0.19968564,-17.59740877,66843985.82036807,6074909.63569219,17075042.0
JOE,JOE,503,0.16765914909420246,0.29836355,4.96338783,15.16578799,66751709.83935248,5832128.24932885,398139381.0
API3,API3,504,0.7721779842955391,-0.20266505,5.7912838,16.30602595,66733148.77087343,17088401.20281873,86421978.0
Dogelon Mars,ELON,505,1.2141055504024926e-07,0.1944414,2.67695928,14.64752104,66733647.90448556,3924575.78345417,549652770159583.3
MSQUARE GLOBAL,MSQ,506,10.934550500349946,0.70541102,0.30343785,-9.33320142,65499083.755797714,1277067.11882387,5990103.0
0x0.ai,0x0,507,0.07515863974516131,-0.17335675,9.56384287,4.72493818,65280047.81015763,388023.26612765,868563455.0
Bounce Token,AUCTION,508,10.697589300903301,0.14906471,4.22480853,12.09741173,65150973.78097183,13867719.80676706,6090248.18100565
Tokamak Network,TOKAMAK,509,1.4753861226729474,0.4020913,2.54118622,12.61560171,64683072.829404384,3768888.067479,43841454.0
Huma Finance,HUMA,510,0.03716848413108668,-0.2140493,11.64367505,16.34175465,64425372.481494084,39288654.28302497,1733333333.0
ANyONe Protocol,ANYONE,511,0.6602848479433212,0.67813487,7.27530188,17.13776968,64377749.921332955,574874.25834128,97499965.5404165
Solv Protocol,SOLV,512,0.043358054269425614,0.94224509,3.19313953,4.34432112,64282651.25985041,13133999.91562811,1482600000.0
Avail,AVAIL,513,0.018795598252808462,0.04310754,0.97363597,1.4789959,64193215.220310174,2503838.59145913,3415332375.0
Celer Network,CELR,514,0.008235795841904965,0.11743516,3.96721273,19.24793867,64102691.89614099,5213303.04605605,7783424106.9912
Treehouse,TREE,515,0.4092923403409244,0.95413343,-0.76268436,-13.21206904,63899722.53096661,185910617.70295927,156122449.0
Scroll,SCR,516,0.3361351696260052,0.24514887,6.12627003,21.33994707,63865682.228940986,10171701.02399419,190000000.0
StraitsX USD,XUSD,517,1.0004748690798082,0.03285307,0.05133976,0.06409711,63325759.28281727,12010259.86494241,63295702.111
Adventure Gold,AGLD,518,0.7555097663462137,0.21815782,3.02169467,12.87197484,63092621.34308207,9344453.49262255,83510001.0
Global Commercial Business,GCB,519,0.05245944050717532,3.21445266,3.36373924,3.13018317,63048102.97127265,79.11548466,1201844746.3740873
MindWaveDAO,NILA,520,0.07478155999762057,0.60680168,-0.79575974,1.20852471,63023369.395639114,2667159.77073837,842766176.55
WalletConnect Token,WCT,521,0.3373141226777476,-0.26660139,6.80110489,15.82721722,62807889.6425966,64915064.77275624,186200000.0
Nillion,NIL,522,0.321635912452379,-0.23587587,5.72381784,13.9981276,62767248.31508176,11486538.30564292,195150000.0
Cartesi,CTSI,523,0.07150715284832723,0.1514332,4.11261542,15.87769093,62685828.0870613,8381646.64228394,876637169.7111657
AS Roma Fan Token,ASR,524,8.05152575210639,0.23100641,-0.88812632,59.48295587,62114300.56719995,95245820.59853153,7714600.0
tokenbot,CLANKER,525,61.939163896045685,0.89799363,25.04780082,39.74002323,61939163.896045685,7553307.98847313,1000000.0
MESSIER,M87,526,6.999273241212436e-05,-0.13742273,6.15969209,55.04789587,61932809.877882324,1598119.95581864,884846293944.0
PePeonTron,PEPEONTRON,527,0.06185706057770806,-0.08185225,5.13075004,-2.01618848,61856868.82082027,2933360.77541149,999996900.0
SUPRA,SUPRA,528,0.0038177298257714037,-0.23008652,5.77136914,24.74450294,61777797.446676016,2612051.83454451,16181814917.768127
WINkLink,WIN,529,6.207136209431364e-05,0.13578087,3.08025915,11.65852128,61680427.91888892,19163863.3563656,993701859243.3864
ArchLoot,AL,530,0.08063687778993701,0.40900823,2.36709513,7.30453248,61348372.3209215,6449898.137099,760797962.4500962
Eurite,EURI,531,1.1682039841214171,0.0193809,0.18500347,0.95969149,61199105.14642764,8314172.76091577,52387344.99990108
Tornado Cash,TORN,532,11.550853473109811,-0.06936249,12.40593652,-3.90121557,60759377.03719895,230984.59985352,5260163.43109587
Liqwid Finance,LQ,533,3.006703991254859,0.45401031,2.56950784,7.39831666,60562216.43322793,14602.30916763,20142394.0
Gains Network,GNS,534,2.1051904692720447,0.08784005,2.31551238,24.91124702,60222637.836725175,2768367.07453803,28606740.68011984
Venus BUSD,vBUSD,535,0.022318773707482163,-0.009993,-0.02997302,0.06,60143972.31353535,0.0,2694770470.0
Bifrost,BFC,536,0.04327883039336804,0.25864722,-1.65545105,5.28854121,60012095.228259414,833875.48810121,1386638564.0
Cobak Token,CBK,537,0.6230733936702242,0.33368525,2.39775409,6.58169346,59777168.53766692,3424078.28020475,95939209.0
Just a chill guy,CHILLGUY,538,0.059397593127713456,-0.05234177,6.54331819,15.5960632,59394716.47296011,13420262.81066474,999951569.506408
Secret,SCRT,539,0.18813623648824923,-0.09640158,3.9870818,13.30095018,59243769.09357726,4115289.30321345,314898236.508933
Aergo,AERGO,540,0.12202855509231143,0.1080015,3.5446047,8.86366245,59183848.703458615,6467053.61359373,484999995.7689212
Dolomite,DOLO,541,0.22317085505115064,-1.15261624,14.50408248,71.2044462,59115371.02018016,36223895.19852228,264888401.34
TokenPocket,TPT,542,0.016930214774764515,0.19870629,-6.38516175,0.11579112,58687868.289571784,281266.84152122,3466457400.0
MediBloc,MED,543,0.005774375054045579,0.02039494,0.89693691,3.81473239,58206218.70832491,462025.34720567,10080089735.0
Rootstock Infrastructure Framework,RIF,544,0.05821760663090963,-0.0133531,2.02729369,5.79292635,58217606.63090963,1925217.63675852,1000000000.0
Zentry,ZENT,545,0.00837019826727921,0.60595026,4.33526961,8.13829354,58155680.42211438,7960539.9238696,6947945384.9327135
Open Campus,EDU,546,0.141123415455414,0.17419328,3.7845839,16.85839845,57961642.585334584,4731493.7438677,410715985.0
Neutron,NTRN,547,0.09494442121658389,0.10240487,4.2683516,10.69033547,57881766.03956635,1786702.39877513,609638410.534185
TARS AI,TAI,548,0.06477956952020943,-0.60333226,3.77861043,14.55418709,57795668.187983595,4153551.39037334,892189753.9
Derive,DRV,549,0.07831784142593694,-0.87236408,-2.89975052,-2.42855338,57761732.76011554,326783.69119871,737529683.0
Strike,STRK,550,10.201782182622543,0.42929609,1.38499487,-10.74921331,57594993.95757943,23295694.57322245,5645581.61765944
Corn,CORN,551,0.10933173934657757,0.09705092,-0.03035785,7.93872767,57399163.15695322,1897525.0486781,525000000.0
Velodrome Finance,VELO,552,0.06274926052621159,0.98615132,24.89901267,35.2735351,57428280.79698203,73763874.0558683,915202511.0
Definitive,EDGE,553,0.2805436193548871,-3.19865652,-10.40804294,45.94018724,56957278.56597132,9569760.30243252,203024680.07272866
Keyboard Cat,KEYCAT,554,0.005687653039884758,-3.35689649,60.13439487,77.26382481,56876530.39884758,12210195.02123963,10000000000.0
Realio Network,RIO,555,0.3356661244303921,0.49680993,15.68400704,33.75458123,57032517.7251742,4148635.40565888,169908470.275204
MyShell,SHELL,556,0.1914473835751482,1.51783933,18.53867756,34.50199945,56317438.6683529,53906750.88923158,294166666.66665
Orchid,OXT,557,0.05646347438014868,-0.65972889,2.64385539,7.47515491,56306202.96253416,2785630.03056085,997214634.4279902
Hippo Protocol,HP,558,0.048297564004948376,-0.62961355,1.98663568,4.6115301,55948325.74518371,1341348.68373731,1158408853.4869266
Resolv,RESOLV,559,0.1917405694480593,-1.0279915,12.18619339,16.12487845,55751345.607517056,54190581.70364001,290764472.891688
Tensor,TNSR,560,0.1419183313609346,-0.15108337,5.9835372,17.95344428,55706780.81704318,6274099.06337709,392527027.9240149
Coin98,C98,561,0.055555030025642986,-0.0939019,5.48138162,20.07204261,55555014.58134464,11721359.16374274,999999722.0
Braintrust,BTRST,562,0.23019051895007808,0.49614618,1.11141303,6.29836216,55555971.18603031,71028.41994315,241347782.0
Oasys,OAS,563,0.01185401898473101,0.37960698,1.31155091,2.35494842,55282614.89520284,1053387.30005762,4663617880.687687
BUSD,BUSD,564,1.0006095020622439,-0.00983379,-0.02474357,0.05730968,55059762.691175334,1950261.91682913,55026224.09411248
Comedian,BAN,565,0.055054846218516605,-0.73115426,-0.07899709,-11.09029615,55052746.37162699,5029434.42687705,999961859.0
EUR CoinVertible,EURCV,566,1.1656776323752494,0.00245105,-0.00508284,0.85568136,54660308.586254224,12445589.5573013,46891445.0
BENQI,QI,567,0.007596388110083267,-0.42102214,3.5548174,11.6049458,54338923.267515585,1249808.13038945,7153257901.0
Gods Unchained,GODS,568,0.14031853789762605,-2.64987855,-2.90992266,17.87687598,54392922.42648391,6888213.85094593,387638891.0649
Undeads Games,UDS,569,1.1866263475252585,-0.37671162,3.74545654,17.6677629,54345120.58371987,979144.17824348,45798006.0
ECOMI,OMI,570,0.00019417541023180896,-0.00507513,3.37227497,9.37310476,54284377.09913647,2027911.3639524,279563601973.75726
Humans.ai,HEART,571,0.006908535099765724,0.77550784,6.07735351,5.34282003,53886573.77817265,399828.5071643,7800000000.0
Joe coin,JOE,572,0.053430999933966904,-1.46545111,17.34270121,26.26901657,53430999.933966905,1266701.04379626,1000000000.0
Goldfinch,GFI,573,0.649542332193496,-4.15290845,-5.32960342,0.90822283,53453335.48876081,1007018.13858019,82293844.20296301
Arena-Z,A2Z,574,0.007653694921994922,2.57304701,6.11097764,54.80382697,53301326.70045977,64578218.74763288,6964130037.020978
Sleepless AI,AI,575,0.1391865190424789,0.80382519,5.84702976,19.69086894,53247542.45874685,11212017.12726716,382562498.33
Anchored Coins AEUR,AEUR,576,1.1098647952992835,0.25149704,0.80918513,3.98529827,53195380.7981546,17346.22646825,47929604.6
Renzo,REZ,577,0.014828437003671438,0.59742168,7.33739914,24.46444181,53129330.783785135,32357405.03655631,3582935326.9417815
Tharwa,TRWA,578,0.007584656842561305,1.56705552,7.14321027,24.75803735,53092597.89792913,3250741.41060513,7000000000.0
REVOX,REX,579,0.027113114679163122,-1.52295949,23.94704965,14.93935385,52912308.19107897,8907055.60705608,1951539276.0
QuarkChain,QKC,580,0.007403695406979961,-0.22266368,0.72491014,1.363094,52928926.10339954,3780908.37762559,7148987525.0
Shentu,CTK,581,0.3537549860518065,0.0345287,7.0480511,16.22363847,52708077.194264986,7152112.91298548,148995998.0
Aster USDF,USDF,582,0.999006702889549,0.0,-0.02780794,0.30800989,52285040.12860368,0.0,52337026.34564241
SuperRare,RARE,583,0.06337947741517408,0.35782099,-0.37596273,32.16494539,52241979.579119645,20897359.74000654,824272804.2218294
Graphite Protocol,GP,584,1.6572216193282587,-1.51499337,-10.16196101,-49.52463311,52405150.12931928,11404912.5404773,31622294.51879905
Hamster Kombat,HMSTR,585,0.0007994948633581677,-0.32234929,5.64702752,11.16065457,51467481.82868204,12773312.55371947,64375000000.0
Vulcan Forged (PYR),PYR,586,1.1644128131475158,1.75896809,5.4954164,24.97754303,51313793.95017024,7343927.47638826,44068386.54709089
deBridge,DBR,587,0.026698778252243063,-1.62556769,3.62405537,8.52338025,51386725.1783061,8168182.39766701,1924684519.0
Fwog (SOL),FWOG,588,0.052242848893930355,1.1576338,11.27010921,39.57694788,50969969.01628418,9796997.6138348,975635328.0
Electroneum,ETN,589,0.002834099889315861,0.15492809,-1.69421779,20.65569086,50956599.083002865,698179.53102544,17979817604.56
Access Protocol,ACS,590,0.001204865203381249,-0.40981982,1.39705766,5.56514493,50931588.43182537,888233.99403282,42271607055.207954
MORI COIN,MORI,591,0.06363546673356572,-2.88210681,-2.90133165,-15.83596391,50908881.516054444,9992560.05456783,800007985.0
PepeCoin,PEPECOIN,592,0.4751001204036927,-0.36662229,8.38007878,3.98971906,50862897.71352998,478802.27968807,107057219.16111442
Devve,DEVVE,593,0.5468521202762231,0.13064653,4.40910743,14.12123695,50816579.77202573,467750.16149314,92925633.61802001
APX,APX,594,0.08523157034616419,-0.06591257,2.08871224,4.99422316,50758952.73693356,854924.99565999,595541681.6888196
Landwolf 0x67,WOLF,595,5.614439541686092e-05,0.65265838,16.16857044,31.49827549,50651199.98622117,2528798.6665076,902159505150.0
BOBO,BOBO,596,7.65292041122625e-07,0.25347545,7.52560374,28.25870446,50612163.87730303,1575399.27518414,66134444313649.0
Tutorial,TUT,597,0.06022286784614435,0.08635779,0.48792983,0.40203581,50466470.18242132,11447971.09247449,837995133.5321926
Aurora,AURORA,598,0.0798915521763729,0.03201035,3.25012556,10.77923523,50097099.8961569,722409.9492163,627063795.0
IAGON,IAG,599,0.13202994707277832,0.13096626,0.00900973,-0.00602816,49645957.99930313,111311.81341372,376020434.0
AO,AO,600,14.079660884126413,0.27342184,7.20829099,4.78619499,49503076.32654716,2218538.34732913,3515928.17
Symbol,XYM,601,0.008008041618820414,0.1434794,0.20864592,-6.35787652,49422553.43036716,167342.19568309,6171615456.420056
Klickl Token,KLK,602,0.4922373488236609,-0.11165681,-3.21599548,2.63015294,49223734.88236609,987536.74568425,100000000.0
OG Fan Token,OG,603,11.433930637911756,-0.82139141,18.91613314,100.79238784,49165901.74302055,100274144.00225449,4300000.0
KernelDAO,KERNEL,604,0.22011018599813853,0.93901296,3.51401188,20.02189032,49013027.523058616,47481714.40399235,222674963.0
Gemini Dollar,GUSD,605,1.0000942307610032,0.10997593,0.02004871,0.00298064,48763149.13570349,144367822.8095663,48758554.58
SUNDOG,SUNDOG,606,0.048674727453785815,-0.13488276,6.65225714,4.36948799,48549176.153839886,7540472.33071295,997420606.0
Energy Web Token,EWT,607,1.6029125548877445,-0.54237906,1.34357987,9.605148,48186978.42696795,477137.78665446,30062138.0
Particle Network,PARTI,608,0.20488815509422734,0.04181673,5.69304573,20.9534775,47738940.13695497,20538033.31663799,233000000.0
GEODNET,GEOD,609,0.14982079435446216,-0.53134644,-1.06877268,3.3423333,47517834.8769712,631083.99159329,317164483.62
Gems,GEMS,610,0.1186233164642188,-0.06297204,2.02240523,19.26562625,47441169.69057749,1130618.30511464,399931237.0
Coq Inu,COQ,611,6.829097427140247e-07,-0.173164,6.94579279,14.02592349,47407594.3392076,3972218.2729581,69420000000000.0
SaucerSwap,SAUCE,612,0.05585218947460286,-0.28622263,2.94450189,7.30738471,47211415.97129821,307712.41774458,845292125.795108
Polyhedra Network,ZKJ,613,0.1605030569394655,0.35419895,1.65835329,7.76873954,47005103.57418813,5922418.46418282,292861111.0
TrueFi,TRU,614,0.034967756213342846,0.00021483,6.05117316,20.46157513,46484235.84843782,12516286.41137157,1329345685.3459923
Ancient8,A8,615,0.1430300183547094,0.79187609,21.87773671,27.95287388,46443349.923497915,13102446.31320752,324710508.03
Gifto,GFT,616,0.02071620710179932,-0.1808006,-6.49811381,-10.84199397,46374293.84377103,28992.53958669,2238551372.646934
ISLM,ISLM,617,0.02284750407688839,0.29136226,0.23136837,-4.78519157,46022134.91826029,244267.91929785,2014317833.7284737
OpenServ,SERV,618,0.06833465046722773,-0.63735042,-0.53437602,58.3897874,45946579.89923782,593877.57486272,672376014.0
Lumia,LUMIA,619,0.3549035953390762,0.79529875,11.33010129,25.87664258,45901564.77052356,9162979.87201472,129335305.06127739
Seedify.fund,SFUND,620,0.6306014252483906,0.45783301,2.96706463,14.97095166,45597708.249741346,1123777.70208567,72308286.06481604
Highstreet,HIGH,621,0.6014762674134907,0.1154122,4.23355533,13.8993812,45543876.806414016,5410924.21320213,75720156.01258035
GoPlus Security,GPS,622,0.018337538304301283,-0.6127542,8.70317574,3.84533987,45449736.0143311,8973495.48961592,2478508034.182011
THENA,THE,623,0.41632610590166197,-0.18656093,6.94075254,21.99630119,45383397.76416565,13359987.76215781,109009252.89293629
Quantum Resistant Ledger,QRL,624,0.6665510109431089,0.4808489,-2.12093843,-18.98996172,45283589.34411385,81371.68809667,67937170.0
Matrixdock Gold,XAUM,625,3418.0159848466305,0.02533753,0.03520259,1.11511831,45143443.24513953,536794.65304065,13207.49915895
Impossible Cloud Network,ICNT,626,0.2692958909978345,1.42833346,7.41921438,23.32490615,45033318.29393821,10182395.78613691,167226162.0
Nakamoto Games,NAKA,627,0.4229522778771913,0.49289205,5.69496061,24.06017891,44732977.5300068,8128460.86395042,105763651.99999112
Automata Network,ATA,628,0.05119915344032991,-0.64478339,6.42096108,16.35240595,44670853.23024275,5072542.12807227,872492028.2579365
Heima,HEI,629,0.5824009914977122,-2.16490894,42.91381152,49.25331421,44565534.11616287,133543455.89159164,76520361.0
Uquid Coin,UQC,630,4.449355884645239,-0.12165206,-2.03612899,5.06683148,44493558.84645239,86772.09529436,10000000.0
OKZOO,AIOT,631,0.5385478285853718,0.12697992,14.87431306,36.06050556,44439171.29640438,39278569.03703099,82516666.0
MovieBloc,MBL,632,0.00236114516274911,0.10191941,2.14576553,5.3911092,44186204.27156852,6334479.9217928,18713887214.0
UNIPOLY,UNP,633,0.20114796889294204,-0.11504747,0.4142959,5.85923105,44097669.220399685,622137.23950367,219230000.0
Autonolas,OLAS,634,0.23873729730321575,0.43886765,5.06778593,9.73777791,43973675.10310916,278908.25629216,184192732.34570894
MNEE,MNEE,635,0.9986554492415523,-0.01478273,0.02369349,-0.24384581,43955765.76414722,57740.89882787,44014946.0933
NYM,NYM,636,0.05382176793044682,5.78185956,3.48793951,16.16754759,43900311.98557704,1695804.6911194,815660905.868214
DEAPcoin,DEP,637,0.0014678805849491045,-0.06218576,-0.48485134,0.10682556,43879207.539775826,2079949.05306489,29892900001.32895
Forta,FORT,638,0.07126020411024349,-1.76317617,6.18557754,6.28441052,43773156.22287076,1401482.07082974,614272114.0
Chainbase,C,639,0.2722192995687476,-0.14971893,7.79765497,0.50357667,43555087.930999614,32948312.82335082,160000000.0
sUSD,SUSD,640,0.9886479095828596,0.23725738,1.08565526,3.79476977,43635550.94394477,1297960.42410937,44136593.54456727
Bone ShibaSwap,BONE,641,0.1895481423993252,0.3525957,5.77325594,9.94192843,43581544.00479567,3200273.13973107,229923350.6228802
Node AI,GPU,642,0.44402922702473036,2.45467677,10.24278439,41.62703426,43545651.2548978,776874.51345284,98069335.54054657
SmarDex,SDEX,643,0.00470363920977317,-0.08595507,-0.36295356,5.92336136,43427605.962937236,609758.7891366,9232767231.105616
XION,XION,644,1.112342395577793,0.20306755,0.05903685,8.2120037,43415770.458088085,6755147.15143332,39030941.039999
Fusionist,ACE,645,0.6037225376045801,0.22294933,4.88582668,21.23778741,43358314.24799626,6529724.32138923,71818280.0
StrikeX,STRX,646,0.04945130143171556,-0.7418896,1.91952436,1.68552053,43155210.87630583,23038.85162954,872680993.7630533
SuperWalk,GRND,647,0.05985164643475329,0.61133285,0.04677159,5.51189568,42982842.63832596,1463409.39975062,718156394.9988127
Origin Protocol,OGN,648,0.06334017568318209,0.18362246,4.84953766,17.31411906,42983578.68966203,6373451.25696546,678614769.0
Fuel Network,FUEL,649,0.007680738248111106,-0.40664683,5.00652868,11.47343091,42852503.86671749,2507289.87155936,5579216799.538253
Gearbox Protocol,GEAR,650,0.004246576301977079,0.06773202,-3.3136589,23.28819396,42465763.01977079,9458804.95977798,10000000000.0
doginme,DOGINME,651,0.0006213723652845839,5.16855203,22.73794014,33.72970967,42016769.63086861,4291531.45215086,67619308450.61841
AVA (Travala),AVA,652,0.6132855255711592,-0.1099782,4.71669456,18.31822592,42213833.043349355,7228049.73254,68832267.0
Ice Open Network,ICE,653,0.00637860427387804,-0.66825332,2.44105373,14.48353607,42195770.17440605,7802075.44629041,6615204261.41
Mr Miggles,MIGGLES,654,0.04402948318500686,1.60349418,13.16093388,35.38423193,42152554.35299617,4393718.09480752,957371091.0
MyNeighborAlice,ALICE,655,0.42085340258227066,-0.05921118,3.50592168,17.62339025,42085340.258227065,10476060.67329406,100000000.0
AI Analysis Token,AIAT,656,0.287515355194829,0.18922634,0.65297895,-5.08480896,42089218.24859236,375094.81438678,146389462.2952275
